GEOID,Asthma_prev,nearest_hw_dist_m,hw_count_5km,ratio_poverty,ratio_uninsured,med_income,ratio_black,ratio_hispanic,ln_nearest_hw_dist_m,z_ratio_poverty,z_ratio_uninsured,z_med_income,z_ratio_black,z_ratio_hispanic,ln_nearest_hw_dist_m_x_z_ratio_poverty,ln_nearest_hw_dist_m_x_z_ratio_black
1400000US37001021207,10.1,1812.8577288851168,6,12.9,7.9,57625.0,7.105868814729574,10.845799769850403,7.503211198098289,-0.1870053254257738,-0.5190069171000362,-0.0021685671591765167,-0.6963624137427332,0.20973781042424752,-1.4031404518386807,-5.22495426072923
1400000US37009970400,9.4,4248.466569254405,2,15.7,12.0,42266.0,0.8948101014118115,6.780672101809506,8.354548740924422,0.09853818097936769,0.169099920481613,-0.5674585786007295,-0.9985473044630745,-0.27208587408164664,0.8232420358341591,-8.342412125255454
1400000US37001022002,10.4,10164.112481249816,0,11.1,12.1,45049.0,7.889413351314903,15.801303663744662,9.226716791544739,-0.37056900811479343,0.18588301408116537,-0.46502989822818946,-0.6582408420282582,0.7970943068784238,-3.419135289598843,-6.073401830022678
1400000US37001020602,8.5,1402.5188296066992,26,5.1,4.8,65893.0,3.7149355572403335,6.482183472327521,7.246737811890565,-0.9824479504115254,-1.0392828186861613,0.3021362583241726,-0.8613405347283257,-0.30746456399852073,-7.119542710461588,-6.241909021929796
1400000US37007920300,9.4,4366.281131100932,1,13.4,9.8,50659.0,26.74759871931697,4.255602988260406,8.381895927667433,-0.1360154135677128,-0.20012813870854013,-0.2585531117064685,0.259261140748779,-0.5713724410170935,-1.1400670410832137,2.173099899844604
1400000US37001021500,9.5,7867.594991812929,0,7.8,7.7,58071.0,7.668067226890757,4.873949579831933,8.970634798385019,-0.707102426377996,-0.5525731042991411,0.014246521394956736,-0.6690099326950494,-0.49808223776100796,-6.343157632088932,-6.00144378269943
1400000US37009970500,9.5,2320.2770909955134,3,20.8,16.9,35753.0,1.781126905292002,6.199691728035623,7.749872783463869,0.61863528193159,0.9914715068596813,-0.8071703986748772,-0.9554255825656702,-0.3409472056747697,4.794344734332126,-7.404426718950799
1400000US37005950100,10.1,8101.887494493178,0,26.1,12.2,42318.0,0.2914743745445713,7.165411707554044,8.999975757937973,1.1591283476270366,0.20266610768071772,-0.5655447117737902,-1.0279012277000463,-0.22648419326050845,10.432127028982029,-9.251086130855096
1400000US37001021703,9.0,2590.933120950549,13,5.6,7.4,69870.0,14.216604244694132,2.6997503121098627,7.860159255036874,-0.9314580385534644,-0.6029223850977983,0.448510265453742,-0.3504058050509284,-0.7557815740597678,-7.321408522414506,-2.7542454315897014
1400000US37001020100,10.4,119.14097400139929,27,20.8,11.3,34205.0,28.04337111877772,9.462789551503205,4.788665836609056,0.61863528193159,0.05161826528474617,-0.8641447419076087,0.32230399044683317,0.045815017949075415,2.9624376399068164,1.5434061080555215
