GEOID,Asthma_prev,geometry
1400000US37119005713,8.3,POINT (-80.65730691 35.14773499)
1400000US37133000800,10.7,POINT (-77.33946997 34.72788343)
1400000US37133002201,9.5,POINT (-77.36758543 34.76029806)
1400000US37119001609,10.3,POINT (-80.74178482 35.22106203)
1400000US37119003109,10.1,POINT (-80.87497142 35.12210814)
1400000US37115010700,9.6,POINT (-82.48366737 35.85598972)
1400000US37129010100,11.5,POINT (-77.93620182 34.24208254)
1400000US37129010600,7.9,POINT (-77.90917077 34.20764048)
1400000US37129012007,9.3,POINT (-77.91558547 34.17463147)
1400000US37119001915,10.7,POINT (-80.74702161 35.16322298)
1400000US37119006010,10.7,POINT (-80.92846585 35.29012566)
1400000US37119001920,10.2,POINT (-80.74214783 35.1789933)
1400000US37129011904,8.2,POINT (-77.84065642 34.227912)
1400000US37119005833,7.3,POINT (-80.7406166 35.10925778)
1400000US37125950502,9.1,POINT (-79.31911923 35.2531326)
1400000US37109070700,9.5,POINT (-81.32694232 35.51135094)
1400000US37129012201,9.1,POINT (-77.88948765 34.05467733)
1400000US37119003012,7.9,POINT (-80.8475973 35.10862563)
1400000US37135011601,10.6,POINT (-79.05017035 35.91134031)
1400000US37119006406,8.6,POINT (-80.86247039 35.46996977)
1400000US37135012201,8.2,POINT (-79.03787191 35.88085599)
1400000US37119001300,10.2,POINT (-80.78908801 35.23924096)
1400000US37151030100,10.4,POINT (-79.82588849 35.67349166)
1400000US37119005612,9.0,POINT (-80.71535171 35.2976946)
1400000US37113970200,9.8,POINT (-83.57000838 35.20287326)
1400000US37115010200,9.9,POINT (-82.85578759 35.83381349)
1400000US37129012009,8.3,POINT (-77.87703156 34.18417117)
1400000US37125950802,8.0,POINT (-79.37306817 35.2144995)
1400000US37119000700,9.5,POINT (-80.81904283 35.23864103)
1400000US37151031306,9.4,POINT (-79.71101899 35.86107375)
1400000US37119005605,9.9,POINT (-80.73583169 35.29136139)
1400000US37147000900,11.8,POINT (-77.23694859 35.64524368)
1400000US37117970100,10.3,POINT (-76.91520244 35.78574822)
1400000US37119003300,8.4,POINT (-80.86108202 35.19491248)
1400000US37119005516,8.0,POINT (-80.76564791 35.38558322)
1400000US37141920202,8.3,POINT (-77.71036942 34.34780473)
1400000US37119001910,10.2,POINT (-80.73322282 35.19562157)
1400000US37129010501,10.6,POINT (-77.88092823 34.23565993)
1400000US37119005838,7.8,POINT (-80.84814593 35.02318963)
1400000US37135012202,7.9,POINT (-79.07219395 35.88332697)
1400000US37119005913,8.7,POINT (-80.95567749 35.14190496)
1400000US37133001800,9.9,POINT (-77.42751519 34.74867848)
1400000US37147000702,13.3,POINT (-77.38795414 35.59714931)
1400000US37109070500,9.4,POINT (-81.4157303 35.46276459)
1400000US37119003018,7.7,POINT (-80.78459865 35.1070785)
1400000US37119006208,8.1,POINT (-80.88173411 35.4723993)
1400000US37119005706,9.2,POINT (-80.65681773 35.19742111)
1400000US37119004800,11.9,POINT (-80.84919401 35.25751766)
1400000US37109071202,8.3,POINT (-80.97283788 35.49097088)
1400000US37151030504,9.8,POINT (-79.9965574 35.75628247)
1400000US37113970700,9.3,POINT (-83.46065035 35.06984158)
1400000US37151030502,9.2,POINT (-79.85195428 35.72496204)
1400000US37129011903,11.3,POINT (-77.862842 34.22957689)
1400000US37129011605,10.0,POINT (-77.87920087 34.25718892)
1400000US37147001003,8.8,POINT (-77.31810487 35.55541483)
1400000US37119003013,7.7,POINT (-80.80630742 35.10516985)
1400000US37115010600,9.3,POINT (-82.58548321 35.83575324)
1400000US37119003808,9.9,POINT (-80.88459193 35.14507907)
1400000US37141920403,9.5,POINT (-77.87311969 34.55320644)
1400000US37119005307,11.4,POINT (-80.77554385 35.28077967)
1400000US37119001605,9.6,POINT (-80.77529352 35.22021733)
1400000US37127011400,9.6,POINT (-78.11591063 35.79565935)
1400000US37135011800,9.6,POINT (-79.06559159 35.9355818)
1400000US37119006209,8.4,POINT (-80.87828896 35.45232701)
1400000US37119005841,7.7,POINT (-80.83312754 35.04863152)
1400000US37119005616,10.6,POINT (-80.71054456 35.26419038)
1400000US37143920202,9.5,POINT (-76.4307489 36.11727493)
1400000US37119005200,12.6,POINT (-80.82458955 35.24585582)
1400000US37127010601,9.8,POINT (-77.81339949 35.99488536)
1400000US37119006008,9.4,POINT (-80.96893413 35.30639306)
1400000US37145920601,10.3,POINT (-79.07135118 36.34170742)
1400000US37135010704,8.6,POINT (-79.10678789 35.88012223)
1400000US37141920401,11.5,POINT (-77.95077429 34.51270887)
1400000US37119005618,9.4,POINT (-80.68119765 35.26746011)
1400000US37119001100,7.9,POINT (-80.8067464 35.2144412)
1400000US37119006211,7.9,POINT (-80.87730953 35.42688192)
1400000US37125950501,9.4,POINT (-79.22871492 35.27182977)
1400000US37129011607,9.4,POINT (-77.82198954 34.28833287)
1400000US37119001608,11.0,POINT (-80.76131464 35.23580972)
1400000US37127011300,9.4,POINT (-78.02110025 35.86372993)
1400000US37119006009,9.7,POINT (-80.95879031 35.29118899)
1400000US37133000102,9.1,POINT (-77.16451119 34.71757025)
1400000US37119004400,11.1,POINT (-80.88047028 35.28050068)
1400000US37135011500,8.2,POINT (-79.03439507 35.91428847)
1400000US37119005835,8.4,POINT (-80.70245539 35.09701912)
1400000US37119006215,9.0,POINT (-80.87653348 35.37836623)
1400000US37119005837,7.9,POINT (-80.85557762 35.04958589)
1400000US37127010800,9.4,POINT (-77.87983382 36.06926645)
1400000US37125950402,9.9,POINT (-79.37345857 35.37362875)
1400000US37119001917,10.4,POINT (-80.68690343 35.20003945)
1400000US37119005609,10.9,POINT (-80.72063461 35.31967032)
1400000US37119004600,12.4,POINT (-80.86105412 35.2615824)
1400000US37147000501,9.5,POINT (-77.38296541 35.571018)
1400000US37119002800,7.4,POINT (-80.82129276 35.19258824)
1400000US37133000500,8.4,POINT (-77.33913762 34.63253611)
1400000US37123960300,8.9,POINT (-80.02449164 35.42655736)
1400000US37135011102,9.4,POINT (-79.18586704 36.04686824)
1400000US37125951000,8.2,POINT (-79.35150825 35.17298719)
1400000US37151030600,10.0,POINT (-79.89327301 35.66764354)
1400000US37147000502,11.0,POINT (-77.36417858 35.57253441)
1400000US37119005308,10.4,POINT (-80.77082849 35.27354522)
1400000US37119005823,7.8,POINT (-80.7409633 35.06722471)
1400000US37133000900,9.8,POINT (-77.39649606 34.73541893)
1400000US37119001607,11.2,POINT (-80.74875664 35.2114122)
1400000US37133002600,11.6,POINT (-77.39725656 34.75787206)
1400000US37119005917,9.0,POINT (-80.96504534 35.10549428)
1400000US37109071201,8.3,POINT (-80.96810474 35.45989038)
1400000US37119002002,7.6,POINT (-80.78775506 35.1693391)
1400000US37131920300,11.3,POINT (-77.4771371 36.41684592)
1400000US37141920103,9.1,POINT (-77.58276506 34.44366929)
1400000US37151030802,9.7,POINT (-79.74725665 35.57274915)
1400000US37119005522,8.6,POINT (-80.78653601 35.32009826)
1400000US37133000301,10.1,POINT (-77.61288418 34.77158673)
1400000US37129011200,10.8,POINT (-77.93891171 34.23172276)
1400000US37119003008,8.1,POINT (-80.83729674 35.09885296)
1400000US37121950400,9.0,POINT (-82.09130718 35.88347926)
1400000US37119005839,8.3,POINT (-80.837012 35.06892456)
1400000US37141920601,10.9,POINT (-77.95285413 34.46311138)
1400000US37129012104,8.9,POINT (-77.88826359 34.10592249)
1400000US37119006105,9.1,POINT (-80.89696049 35.34113408)
1400000US37113970502,8.4,POINT (-83.20805901 35.02666965)
1400000US37133002100,9.5,POINT (-77.35732617 34.77937365)
1400000US37119005826,9.2,POINT (-80.87226427 35.07798041)
1400000US37141920501,10.8,POINT (-78.13751256 34.54898282)
1400000US37119005829,8.7,POINT (-80.8718353 35.09212646)
1400000US37119005710,9.7,POINT (-80.70400774 35.1828325)
1400000US37119002500,8.0,POINT (-80.82364964 35.21727243)
1400000US37117970300,11.2,POINT (-77.08937035 35.87184691)
1400000US37129011701,8.7,POINT (-77.84039249 34.24591931)
1400000US37129011100,14.0,POINT (-77.93621989 34.22358454)
1400000US37109070800,10.0,POINT (-81.2436678 35.52828965)
1400000US37119006405,8.1,POINT (-80.8440611 35.47577289)
1400000US37149920200,9.7,POINT (-82.20612716 35.32505666)
1400000US37119001921,10.2,POINT (-80.7313328 35.17229515)
1400000US37127010400,12.4,POINT (-77.80477932 35.94950884)
1400000US37127010700,10.5,POINT (-77.77586679 36.07846133)
1400000US37147001500,10.7,POINT (-77.39376683 35.36768311)
1400000US37119005515,8.2,POINT (-80.76168749 35.39173827)
1400000US37133002400,10.5,POINT (-77.3120442 34.73853423)
1400000US37147001002,9.1,POINT (-77.26398366 35.56857597)
1400000US37111970901,9.6,POINT (-81.90763236 35.60718594)
1400000US37147001401,11.0,POINT (-77.4375837 35.46420877)
1400000US37119005825,8.9,POINT (-80.89135513 35.07284799)
1400000US37135011902,7.8,POINT (-79.03049291 35.945551)
1400000US37119005517,8.2,POINT (-80.7746691 35.38026871)
1400000US37113970301,9.8,POINT (-83.37801896 35.19732309)
1400000US37119001510,10.4,POINT (-80.74555865 35.2569923)
1400000US37141920102,8.4,POINT (-77.55877699 34.42218129)
1400000US37109071002,10.2,POINT (-81.07323362 35.43027983)
1400000US37137950201,9.6,POINT (-76.78795153 35.05499849)
1400000US37123960402,9.8,POINT (-79.98985402 35.25645905)
1400000US37119003902,12.7,POINT (-80.90038923 35.21046971)
1400000US37119001508,9.7,POINT (-80.7276484 35.24286556)
1400000US37111970400,10.6,POINT (-81.99253006 35.68381407)
1400000US37133001400,8.6,POINT (-77.43781308 34.77484649)
1400000US37113970400,9.3,POINT (-83.28380147 35.19154672)
1400000US37119002100,9.1,POINT (-80.78554348 35.18505268)
1400000US37135011300,12.4,POINT (-79.06112855 35.91746434)
1400000US37119003016,8.1,POINT (-80.76872414 35.11238896)
1400000US37119006107,9.0,POINT (-80.85988336 35.3388187)
1400000US37119004000,11.7,POINT (-80.91065146 35.23265437)
1400000US37151030400,10.4,POINT (-79.81718708 35.74284485)
1400000US37119005906,9.5,POINT (-80.98492415 35.21471534)
1400000US37133002300,9.6,POINT (-77.31888953 34.76140096)
1400000US37111970902,10.1,POINT (-82.05402715 35.5818877)
1400000US37119005847,7.8,POINT (-80.76254866 35.077028)
1400000US37139960100,11.0,POINT (-76.21827011 36.30436746)
1400000US37151031303,9.7,POINT (-79.92082099 35.8441171)
1400000US37119001000,7.9,POINT (-80.80838587 35.22562466)
1400000US37119001801,9.8,POINT (-80.79608851 35.20384443)
1400000US37137950102,10.2,POINT (-76.66118027 35.22115663)
1400000US37143920100,10.1,POINT (-76.41471262 36.24089537)
1400000US37121950200,9.7,POINT (-82.13487066 36.01689625)
1400000US37151031000,10.4,POINT (-79.60864986 35.75929691)
1400000US37145920400,11.1,POINT (-78.98069891 36.38854013)
1400000US37119005716,9.2,POINT (-80.71947905 35.16794195)
1400000US37135010802,8.7,POINT (-79.02944616 36.18369547)
1400000US37119005524,8.9,POINT (-80.77855743 35.29751141)
1400000US37119005513,9.0,POINT (-80.7894826 35.35205554)
1400000US37147001900,10.7,POINT (-77.58259515 35.67469216)
1400000US37119003806,9.0,POINT (-80.9052534 35.15691834)
1400000US37111970600,9.3,POINT (-82.06127701 35.66510823)
1400000US37125950301,9.0,POINT (-79.60229359 35.31999916)
1400000US37129011500,9.9,POINT (-77.95427383 34.31481007)
1400000US37133000402,8.9,POINT (-77.4060524 34.5410551)
1400000US37119001505,9.9,POINT (-80.75448254 35.2747565)
1400000US37151031305,10.4,POINT (-79.80627844 35.8776938)
1400000US37129011800,8.0,POINT (-77.83206278 34.16469491)
1400000US37127011000,10.8,POINT (-78.10655243 35.94814696)
1400000US37119005512,10.2,POINT (-80.80517346 35.3128848)
1400000US37145920602,9.4,POINT (-79.04229539 36.27160752)
1400000US37127011102,9.4,POINT (-77.99933002 35.9582528)
1400000US37119005845,7.5,POINT (-80.78520835 35.05300861)
1400000US37119006103,8.8,POINT (-80.94099364 35.3373613)
1400000US37129010200,10.5,POINT (-77.92496684 34.23278014)
1400000US37119001702,10.6,POINT (-80.76979543 35.20689571)
1400000US37119000600,8.7,POINT (-80.83222223 35.22516469)
1400000US37147001800,10.8,POINT (-77.58578165 35.5878568)
1400000US37119005403,10.0,POINT (-80.82763926 35.29890013)
1400000US37119005621,9.0,POINT (-80.63492947 35.23753621)
1400000US37147000202,10.3,POINT (-77.34612925 35.59733449)
1400000US37133001300,9.8,POINT (-77.39429164 34.80421736)
1400000US37151030700,9.7,POINT (-79.957322 35.58750318)
1400000US37125950100,9.7,POINT (-79.46884089 35.46187035)
1400000US37119005816,7.8,POINT (-80.80862566 35.0683336)
1400000US37119005714,8.3,POINT (-80.62161202 35.18226427)
1400000US37119005907,8.0,POINT (-80.98944879 35.16140501)
1400000US37119002600,9.4,POINT (-80.83163364 35.21009512)
1400000US37111970200,9.8,POINT (-81.93152161 35.70872768)
1400000US37147000800,11.6,POINT (-77.36538326 35.63794898)
1400000US37137950202,8.6,POINT (-76.64850191 35.10832166)
1400000US37135011000,8.5,POINT (-79.09624065 36.07634923)
1400000US37119006007,8.9,POINT (-80.97659512 35.32193019)
1400000US37135011700,10.6,POINT (-79.05833665 35.90203259)
1400000US37111970300,9.6,POINT (-82.00554774 35.70597841)
1400000US37119005520,8.0,POINT (-80.74812165 35.34703975)
1400000US37119001914,10.0,POINT (-80.7633291 35.18003664)
1400000US37119004304,10.9,POINT (-80.91453412 35.2674304)
1400000US37147001303,9.2,POINT (-77.36606931 35.52537964)
1400000US37129012300,7.7,POINT (-77.76271346 34.28503921)
1400000US37127011500,10.5,POINT (-78.18198416 35.83687156)
1400000US37119000900,10.8,POINT (-80.81038804 35.23733301)
1400000US37119002300,13.7,POINT (-80.80331898 35.19607413)
1400000US37133000700,9.1,POINT (-77.36210053 34.70773077)
1400000US37147000302,11.0,POINT (-77.32998838 35.58782283)
1400000US37119003105,7.8,POINT (-80.85809757 35.13227946)
1400000US37119005518,8.2,POINT (-80.76834824 35.36079136)
1400000US37135010801,9.2,POINT (-79.17559839 36.18788644)
1400000US37129012008,9.1,POINT (-77.89881872 34.15956459)
1400000US37119003802,12.6,POINT (-80.8889131 35.18997434)
1400000US37139960701,9.6,POINT (-76.1924342 36.24544436)
1400000US37119005912,8.8,POINT (-80.9436 35.16787508)
1400000US37119005615,8.6,POINT (-80.68526098 35.28598622)
1400000US37133000201,9.3,POINT (-77.57994211 34.91244041)
1400000US37125950601,7.6,POINT (-79.50896445 35.19793109)
1400000US37125950701,7.9,POINT (-79.48751275 35.17593979)
1400000US37109070600,9.2,POINT (-81.43244559 35.53822802)
1400000US37119001919,10.1,POINT (-80.75025332 35.19020454)
1400000US37125950801,10.6,POINT (-79.41866745 35.18536422)
1400000US37119003201,8.5,POINT (-80.87197171 35.18437692)
1400000US37147001700,10.1,POINT (-77.4856491 35.6331076)
1400000US37119005812,8.8,POINT (-80.72751352 35.13264042)
1400000US37129012101,9.4,POINT (-77.92285302 34.14934324)
1400000US37129011400,12.0,POINT (-77.94062832 34.25367892)
1400000US37135011204,7.9,POINT (-79.02956715 35.99065698)
1400000US37139960503,10.7,POINT (-76.39668789 36.38633525)
1400000US37119003204,8.4,POINT (-80.85389988 35.18174448)
1400000US37135011202,8.1,POINT (-79.11764032 35.98054822)
1400000US37151031400,9.8,POINT (-79.79994543 35.8070315)
1400000US37119004302,11.3,POINT (-80.89351617 35.26068418)
1400000US37119006403,9.1,POINT (-80.83867985 35.49778922)
1400000US37141920203,9.2,POINT (-77.76225823 34.42455171)
1400000US37109071102,8.5,POINT (-80.99491897 35.4276776)
1400000US37119003400,7.8,POINT (-80.85165457 35.19974441)
1400000US37119001400,8.8,POINT (-80.79668344 35.24624362)
1400000US37119001916,9.7,POINT (-80.70493946 35.20280079)
1400000US37141920300,10.9,POINT (-78.00830099 34.66396822)
1400000US37119000300,8.9,POINT (-80.84083664 35.21339101)
1400000US37109071203,8.1,POINT (-80.98155996 35.52927135)
1400000US37129012004,8.0,POINT (-77.85633825 34.1736784)
1400000US37119005100,12.5,POINT (-80.82910073 35.264293)
1400000US37113970100,9.2,POINT (-83.38508651 35.28114134)
1400000US37119002904,7.5,POINT (-80.79798077 35.14198843)
1400000US37129010900,9.1,POINT (-77.94861117 34.20343661)
1400000US37149920303,8.8,POINT (-82.3062421 35.23508064)
1400000US37119005508,8.4,POINT (-80.82377487 35.35059989)
1400000US37133001102,10.4,POINT (-77.4770344 34.73723483)
1400000US37151030503,9.6,POINT (-79.89533472 35.77374328)
1400000US37135011101,9.8,POINT (-79.19237874 36.10363329)
1400000US37109070902,9.2,POINT (-81.1003314 35.49790697)
1400000US37119005842,8.0,POINT (-80.80397998 35.05122035)
1400000US37117970600,11.8,POINT (-77.25697139 35.82587911)
1400000US37119005712,8.4,POINT (-80.67674079 35.12183699)
1400000US37119005843,8.0,POINT (-80.81668128 35.03858273)
1400000US37129010502,10.9,POINT (-77.89590281 34.22654381)
1400000US37119003600,10.6,POINT (-80.87237701 35.21621164)
1400000US37151030201,9.3,POINT (-79.80259769 35.69872117)
1400000US37115010400,10.0,POINT (-82.76449426 35.80470122)
1400000US37119002905,7.4,POINT (-80.82208056 35.17021125)
1400000US37129012001,8.7,POINT (-77.84909057 34.20178885)
1400000US37119005832,7.8,POINT (-80.76503073 35.10055675)
1400000US37133001700,9.9,POINT (-77.41717875 34.76666348)
1400000US37119001911,9.9,POINT (-80.71851751 35.18849132)
1400000US37119005909,8.6,POINT (-80.99146925 35.13725723)
1400000US37147000602,11.0,POINT (-77.4071396 35.58224192)
1400000US37129012202,8.5,POINT (-77.90775643 34.03382078)
1400000US37109070400,9.6,POINT (-81.28274929 35.43744956)
1400000US37119006204,7.9,POINT (-80.92244265 35.45906042)
1400000US37119004900,13.5,POINT (-80.84286986 35.24276256)
1400000US37119006005,9.5,POINT (-80.98876989 35.27393301)
1400000US37135010701,8.8,POINT (-79.12005378 35.91827733)
1400000US37149920103,9.2,POINT (-82.11990843 35.23002512)
1400000US37125950401,9.5,POINT (-79.48106023 35.32336602)
1400000US37119004700,13.6,POINT (-80.85795372 35.24480123)
1400000US37129011608,9.0,POINT (-77.83650022 34.33570191)
1400000US37119003102,8.6,POINT (-80.8608602 35.15420036)
1400000US37139960400,10.5,POINT (-76.23676052 36.30596794)
1400000US37119005613,8.8,POINT (-80.72054619 35.27960975)
1400000US37119006303,8.5,POINT (-80.85252592 35.42747391)
1400000US37141920201,8.7,POINT (-77.63945013 34.40348985)
1400000US37151030301,10.1,POINT (-79.79231639 35.74385327)
1400000US37143920201,10.4,POINT (-76.53443533 36.17778969)
1400000US37119002003,8.8,POINT (-80.76377856 35.15603941)
1400000US37147001200,10.3,POINT (-77.29569626 35.43602642)
1400000US37195001400,9.3,POINT (-77.96324531 35.78886428)
1400000US37183050800,13.1,POINT (-78.62495112 35.76410655)
1400000US37167930102,10.2,POINT (-80.17596519 35.44536767)
1400000US37167930801,9.5,POINT (-80.40451433 35.28041399)
1400000US37159051502,10.3,POINT (-80.66300314 35.52399578)
1400000US37183054301,9.0,POINT (-78.3595646 35.87429026)
1400000US37157040101,9.9,POINT (-79.61373235 36.47442026)
1400000US37163970301,9.8,POINT (-78.56198441 35.2280983)
1400000US37183051900,10.6,POINT (-78.6026624 35.79041369)
1400000US37179020203,8.4,POINT (-80.57673126 35.16750767)
1400000US37183052408,10.4,POINT (-78.6928389 35.77986658)
1400000US37179020317,8.5,POINT (-80.66422603 35.03499148)
1400000US37183054008,10.1,POINT (-78.57065436 35.85060596)
1400000US37179020315,8.3,POINT (-80.69911388 35.05406551)
1400000US37179020800,10.0,POINT (-80.35655252 34.97382666)
1400000US37171930801,10.6,POINT (-80.84388181 36.49224004)
1400000US37183052601,7.4,POINT (-78.65294715 35.84395652)
1400000US37175960401,8.4,POINT (-82.65454302 35.23310959)
1400000US37183053805,7.8,POINT (-78.61720795 35.95257112)
1400000US37181960500,12.2,POINT (-78.41228448 36.33308077)
1400000US37189920602,9.1,POINT (-81.71149929 36.18240966)
1400000US37183054110,8.8,POINT (-78.50817987 35.86568972)
1400000US37183053709,8.3,POINT (-78.7297886 35.86622503)
1400000US37157040300,9.4,POINT (-79.73866156 36.49577658)
1400000US37193960900,10.4,POINT (-81.3736468 36.20501135)
1400000US37159050202,10.5,POINT (-80.47381258 35.64181346)
1400000US37155960202,12.9,POINT (-79.09047854 34.82267125)
1400000US37183053405,7.7,POINT (-78.79697673 35.72255539)
1400000US37183053808,7.6,POINT (-78.61906539 35.91639195)
1400000US37191000800,10.5,POINT (-78.10649814 35.19649076)
1400000US37183053720,7.7,POINT (-78.71928932 35.94241588)
1400000US37179020501,10.0,POINT (-80.57905432 34.96987549)
1400000US37183052704,10.9,POINT (-78.59364293 35.84157675)
1400000US37195000400,10.9,POINT (-77.94941138 35.71749495)
1400000US37165010300,12.9,POINT (-79.44569381 34.75370895)
1400000US37179021014,9.5,POINT (-80.73659468 34.91370901)
1400000US37193960802,10.1,POINT (-81.25206231 36.15405125)
1400000US37183053409,7.3,POINT (-78.85958099 35.76632105)
1400000US37191000902,11.1,POINT (-78.08051706 35.25660205)
1400000US37161960300,8.9,POINT (-82.18650884 35.45166645)
1400000US37197050400,10.2,POINT (-80.78975531 36.10439968)
1400000US37189920900,9.1,POINT (-81.8013138 36.18701537)
1400000US37183053718,8.0,POINT (-78.7449272 35.91454418)
1400000US37183053804,7.9,POINT (-78.6707149 35.98284746)
1400000US37183052901,8.9,POINT (-78.66702361 35.56837916)
1400000US37153970800,10.9,POINT (-79.82622832 34.85704891)
1400000US37181960400,9.9,POINT (-78.43767381 36.31571794)
1400000US37181960900,10.9,POINT (-78.33453672 36.30329104)
1400000US37183053726,8.6,POINT (-78.70833442 35.86713709)
1400000US37167930802,9.2,POINT (-80.43449086 35.20218234)
1400000US37183051000,8.3,POINT (-78.6519467 35.77721506)
1400000US37157040700,9.9,POINT (-79.99787978 36.44960869)
1400000US37195000502,9.6,POINT (-77.94766801 35.75409681)
1400000US37157041200,11.7,POINT (-79.67511729 36.37038105)
1400000US37183053422,7.5,POINT (-78.83033794 35.77789272)
1400000US37171931001,9.9,POINT (-80.68204915 36.41596049)
1400000US37159051303,10.1,POINT (-80.50933478 35.70119598)
1400000US37151031501,9.6,POINT (-80.01085785 35.84431165)
1400000US37195000700,13.4,POINT (-77.87331959 35.73424698)
1400000US37183052803,10.6,POINT (-78.59835932 35.72280835)
1400000US37191000102,9.1,POINT (-78.01043492 35.46206404)
1400000US37163970900,12.0,POINT (-78.40900218 34.83502365)
1400000US37183053607,7.1,POINT (-78.83867403 35.82885247)
1400000US37189920400,10.8,POINT (-81.7041889 36.24496094)
1400000US37159051101,9.8,POINT (-80.48689667 35.54866062)
1400000US37169070200,9.6,POINT (-80.24146802 36.44817285)
1400000US37153970600,12.2,POINT (-79.73025997 34.92483589)
1400000US37183053724,7.6,POINT (-78.742536 35.89295536)
1400000US37179020902,9.6,POINT (-80.61235605 34.85748137)
1400000US37183053003,7.8,POINT (-78.745345 35.74666912)
1400000US37179020306,9.5,POINT (-80.61249611 35.064559)
1400000US37163970100,10.5,POINT (-78.24143049 35.08979411)
1400000US37183052808,9.2,POINT (-78.5914593 35.66764309)
1400000US37157040200,10.8,POINT (-79.67995422 36.52151096)
1400000US37183050100,8.0,POINT (-78.63931323 35.78068867)
1400000US37171930202,10.6,POINT (-80.57201811 36.4700573)
1400000US37153970400,9.9,POINT (-79.72999063 34.95766692)
1400000US37165010102,11.3,POINT (-79.5030845 34.76290315)
1400000US37161960200,9.8,POINT (-82.03905114 35.45128755)
1400000US37157041601,9.7,POINT (-79.76315475 36.35203064)
1400000US37183053605,7.4,POINT (-78.84385628 35.80225538)
1400000US37191001302,9.7,POINT (-77.94401489 35.37904622)
1400000US37179021013,8.5,POINT (-80.75817881 34.93452707)
1400000US37169070600,9.4,POINT (-80.21605879 36.33298534)
1400000US37183053413,7.8,POINT (-78.9330233 35.69508765)
1400000US37183054014,9.4,POINT (-78.55099971 35.88662393)
1400000US37173960200,10.1,POINT (-83.43686497 35.45232085)
1400000US37151031602,10.4,POINT (-79.98536113 35.91322951)
1400000US37163970500,10.6,POINT (-78.45572063 35.02539267)
1400000US37157040601,9.8,POINT (-79.90498696 36.5060659)
1400000US37159050903,9.4,POINT (-80.37752737 35.59921504)
1400000US37183053411,7.4,POINT (-78.89870192 35.79691782)
1400000US37191001500,12.7,POINT (-78.00055247 35.35336856)
1400000US37171931003,10.3,POINT (-80.74585711 36.31588317)
1400000US37183053410,6.8,POINT (-78.91479147 35.80895993)
1400000US37169070503,9.1,POINT (-80.35287052 36.29797419)
1400000US37183054001,8.9,POINT (-78.62702659 35.85969959)
1400000US37183053006,7.8,POINT (-78.74457608 35.69229354)
1400000US37155961802,12.4,POINT (-79.15870021 34.56113355)
1400000US37183054404,9.4,POINT (-78.38326769 35.80297377)
1400000US37171930302,10.0,POINT (-80.60574649 36.51394429)
1400000US37179020308,8.9,POINT (-80.64057429 34.99350044)
1400000US37179020309,8.5,POINT (-80.62042422 35.13277143)
1400000US37183052503,8.2,POINT (-78.71119825 35.83141439)
1400000US37195000100,12.1,POINT (-77.91458382 35.73063384)
1400000US37183054006,8.9,POINT (-78.63392893 35.87368615)
1400000US37183054210,8.6,POINT (-78.44749847 35.91352549)
1400000US37183053505,7.9,POINT (-78.75872895 35.75773116)
1400000US37155960501,12.5,POINT (-79.20145991 34.70271766)
1400000US37175960200,10.0,POINT (-82.77499532 35.2543608)
1400000US37185950101,9.2,POINT (-78.02974482 36.50188215)
1400000US37181960700,13.7,POINT (-78.394272 36.32265471)
1400000US37169070300,9.7,POINT (-80.36693986 36.47263806)
1400000US37155962001,13.1,POINT (-79.32376884 34.71916982)
1400000US37183053417,8.4,POINT (-78.86845871 35.70756027)
1400000US37191000302,10.6,POINT (-77.86027098 35.38543203)
1400000US37195001200,10.9,POINT (-77.79462804 35.73218698)
1400000US37183053524,7.8,POINT (-78.80053504 35.78768565)
1400000US37159051700,9.7,POINT (-80.57705454 35.57582584)
1400000US37151031504,9.2,POINT (-79.94933356 35.89905011)
1400000US37183053609,8.9,POINT (-78.81889743 35.85049922)
1400000US37159052000,10.5,POINT (-80.46397926 35.67259777)
1400000US37157040501,11.1,POINT (-79.81258201 36.51832254)
1400000US37171931103,10.1,POINT (-80.49695481 36.29710765)
1400000US37171930102,10.3,POINT (-80.50955051 36.43811452)
1400000US37183052507,8.6,POINT (-78.70296317 35.84977056)
1400000US37159050500,9.2,POINT (-80.47299446 35.68627375)
1400000US37183053206,8.5,POINT (-78.83255098 35.616523)
1400000US37183053723,8.2,POINT (-78.65527917 35.89182723)
1400000US37181960300,10.6,POINT (-78.46391378 36.34102435)
1400000US37179021004,8.4,POINT (-80.68970321 34.95658187)
1400000US37183053807,7.5,POINT (-78.66643004 35.91731373)
1400000US37183054112,9.5,POINT (-78.47170262 35.81856684)
1400000US37155961700,12.4,POINT (-79.12435883 34.47986524)
1400000US37159050800,11.7,POINT (-80.41793447 35.67727012)
1400000US37183052401,10.1,POINT (-78.72176411 35.80365257)
1400000US37185950102,9.6,POINT (-77.96446145 36.46958788)
1400000US37183053717,8.3,POINT (-78.76267657 35.91146126)
1400000US37183054402,9.3,POINT (-78.39441458 35.76724211)
1400000US37183054115,9.3,POINT (-78.49152934 35.77473936)
1400000US37189920200,9.8,POINT (-81.81855207 36.29954997)
1400000US37197050101,9.9,POINT (-80.49767711 36.19055885)
1400000US37165010600,11.2,POINT (-79.46425511 34.91103154)
1400000US37161960600,10.6,POINT (-81.91917965 35.36568601)
1400000US37159051002,9.5,POINT (-80.44403991 35.59992438)
1400000US37179020100,9.2,POINT (-80.36656717 35.10086863)
1400000US37183050600,11.4,POINT (-78.62109704 35.78497592)
